edad,raza,sexo,estado_reproductivo,peso,tamano_corporal,motivo_consulta,antecedentes_medicos_previos,masa_tumoral_previa,tiempo_evolucion_lesion,tratamientos_previos,numero_lesiones,ubicacion_anatomica_tumor,tamano_lesion,forma_tumor,consistencia,movilidad,bordes,velocidad_crecimiento,ulceracion,invasion_tejidos_cercanos,tipo_estudio_diagnostico,citologia_realizada,biopsia_realizada,histopatologia_realizada,diagnostico_citologico,diagnostico_histopatologico,tipo_tumor,grado_tumoral,indice_mitotico,pleomorfismo_celular,necrosis_tumoral,metastasis,compromiso_ganglionar,recurrencia_tumoral,progresion_enfermedad,pronostico_clinico,tipo_tratamiento,respuesta_tratamiento,seguimiento_clinico,cancer_confirmado
9.5,Boxer,M,entero,35.6,mediano,sangrado local,dermatitis,False,11.2,antibioticos,1,piel,1.01,difusa,dura,movil,infiltrativos,moderado,False,False,citologia,False,True,True,maligno,no realizado,sarcoma,bajo,2.3,leve,False,True,True,True,regresiva,desfavorable,cirugia+quimio,mala,6 meses,1
13.4,Pastor Alemán,M,entero,6.1,mediano,chequeo general,obesidad,False,10.4,cirugia previa,1,tejido subcutaneo,6.39,irregular,dura,fija,infiltrativos,lento,True,True,biopsia,True,True,True,sospechoso,inflamatorio,adenoma,,5.4,severo,True,False,False,False,progresiva,reservado,quimioterapia,mala,6 meses,1
12.0,French Bulldog,F,esterilizado,7.2,mediano,cojera,ninguno,True,6.9,antiinflamatorios,1,cavidad oral,8.47,lobulada,dura,movil,definidos,rapido,True,True,citologia,True,False,False,sospechoso,benigno,lipoma,bajo,6.7,severo,False,False,False,False,progresiva,reservado,observacion,sin tratamiento,12 meses,0
11.0,Pastor Alemán,M,entero,33.5,mediano,cojera,endocrinopatia,True,6.5,ninguno,3,bazo,3.04,nodular,firme,movil,infiltrativos,rapido,False,False,examen clinico,False,False,True,no concluyente,maligno,sarcoma,intermedio,4.8,moderado,False,False,False,True,regresiva,favorable,paliativo,,1 mes,1
11.3,Mestizo,F,entero,29.8,mediano,sangrado local,dermatitis,False,11.8,antibioticos,3,tejido subcutaneo,4.56,difusa,dura,semi-fija,infiltrativos,moderado,True,True,biopsia,True,True,True,no concluyente,benigno,mastocitoma,no aplica,17.2,leve,False,False,True,False,progresiva,desfavorable,cirugia+quimio,,1 mes,1
12.6,Pastor Alemán,F,esterilizado,19.4,mediano,chequeo general,obesidad,True,1.0,cirugia previa,3,mama,3.26,nodular,firme,semi-fija,irregulares,lento,False,True,citologia,False,True,False,maligno,maligno,linfoma,bajo,17.1,leve,False,True,False,False,regresiva,favorable,observacion,buena,6 meses,1
5.4,Golden Retriever,F,esterilizado,20.4,grande,cojera,ninguno,True,0.5,ninguno,2,tejido subcutaneo,7.18,nodular,blanda,semi-fija,irregulares,lento,True,False,citologia,True,False,False,no concluyente,no realizado,mastocitoma,alto,15.5,leve,True,False,False,False,estable,desfavorable,paliativo,buena,1 mes,1
5.9,Mestizo,M,esterilizado,14.5,pequeno,masa palpable,cirugia previa,False,8.2,cirugia previa,1,tejido subcutaneo,1.11,difusa,dura,semi-fija,irregulares,moderado,False,False,citologia,True,False,False,maligno,benigno,lipoma,intermedio,10.4,leve,False,False,False,False,regresiva,reservado,quimioterapia,buena,1 mes,1
3.1,Mestizo,F,entero,5.5,mediano,perdida de apetito,obesidad,True,4.9,antiinflamatorios,1,cavidad oral,6.29,difusa,blanda,semi-fija,infiltrativos,lento,False,False,imagen,True,False,True,no concluyente,benigno,adenoma,no aplica,12.6,no aplica,True,True,False,True,estable,reservado,observacion,sin tratamiento,12 meses,1
7.3,Labrador,F,entero,21.3,mediano,perdida de apetito,endocrinopatia,True,12.5,antiinflamatorios,1,cavidad oral,4.85,irregular,dura,fija,irregulares,rapido,False,False,citologia,False,False,False,sospechoso,,linfoma,no aplica,0.2,no aplica,True,False,False,True,regresiva,favorable,cirugia,sin tratamiento,12 meses,1
9.4,Golden Retriever,F,entero,42.0,mediano,perdida de apetito,obesidad,False,4.4,cirugia previa,1,extremidad,5.01,irregular,blanda,fija,definidos,lento,False,False,biopsia,True,True,False,no concluyente,inflamatorio,linfoma,alto,,no aplica,True,True,True,False,regresiva,favorable,cirugia,buena,12 meses,1
7.6,Beagle,F,esterilizado,15.7,pequeno,cojera,endocrinopatia,False,10.9,cirugia previa,1,cavidad oral,7.6,lobulada,dura,movil,infiltrativos,lento,False,False,biopsia,False,False,False,no concluyente,inflamatorio,sarcoma,bajo,,no aplica,False,True,False,False,regresiva,reservado,cirugia+quimio,buena,3 meses,1
8.9,Labrador,F,esterilizado,7.0,mediano,perdida de apetito,endocrinopatia,False,8.6,ninguno,3,cavidad oral,5.88,difusa,blanda,fija,infiltrativos,moderado,True,True,examen clinico,False,False,False,no concluyente,no realizado,mastocitoma,no aplica,13.5,leve,True,True,False,True,regresiva,favorable,cirugia,sin tratamiento,12 meses,1
13.9,Pastor Alemán,M,entero,17.0,grande,perdida de apetito,dermatitis,False,8.3,antibioticos,2,piel,8.48,difusa,firme,fija,infiltrativos,lento,True,False,citologia,False,True,True,maligno,maligno,sarcoma,no aplica,3.1,leve,False,False,True,False,regresiva,favorable,paliativo,mala,1 mes,1
15.5,Boxer,M,entero,12.1,mediano,chequeo general,ninguno,False,13.2,antibioticos,3,bazo,8.5,irregular,dura,fija,definidos,moderado,True,False,citologia,True,False,True,sospechoso,inflamatorio,mastocitoma,intermedio,17.6,severo,False,False,False,False,progresiva,desfavorable,paliativo,mala,3 meses,1
11.5,Pastor Alemán,F,entero,17.4,grande,sangrado local,cirugia previa,True,10.9,antibioticos,1,tejido subcutaneo,2.57,nodular,dura,fija,infiltrativos,lento,False,False,biopsia,True,True,False,benigno,inflamatorio,sarcoma,bajo,11.3,leve,True,False,False,False,estable,reservado,quimioterapia,buena,12 meses,1
11.4,Beagle,F,esterilizado,38.0,mediano,perdida de apetito,endocrinopatia,True,9.6,antibioticos,1,mama,6.94,nodular,firme,semi-fija,irregulares,rapido,False,True,citologia,False,False,False,sospechoso,maligno,mastocitoma,alto,14.2,leve,False,False,False,False,progresiva,reservado,cirugia,mala,1 mes,1
13.9,French Bulldog,M,entero,9.5,grande,perdida de apetito,ninguno,False,5.0,cirugia previa,2,bazo,3.73,irregular,firme,fija,irregulares,moderado,False,False,examen clinico,True,True,False,no concluyente,inflamatorio,carcinoma,no aplica,10.7,leve,False,False,False,True,regresiva,favorable,cirugia,parcial,6 meses,1
10.7,Golden Retriever,F,entero,4.9,mediano,chequeo general,ninguno,True,9.2,cirugia previa,1,cavidad oral,3.01,difusa,blanda,semi-fija,irregulares,lento,True,False,examen clinico,True,True,False,benigno,no realizado,adenoma,intermedio,5.7,no aplica,False,True,False,False,progresiva,favorable,quimioterapia,mala,6 meses,0
12.7,Beagle,F,esterilizado,7.7,pequeno,chequeo general,endocrinopatia,False,12.2,ninguno,1,piel,3.23,lobulada,blanda,fija,infiltrativos,rapido,False,False,imagen,True,True,True,maligno,benigno,linfoma,alto,4.5,severo,False,False,True,False,progresiva,reservado,cirugia+quimio,,12 meses,1
12.1,Golden Retriever,M,entero,25.5,pequeno,cojera,obesidad,False,4.0,cirugia previa,3,extremidad,2.42,difusa,blanda,movil,irregulares,moderado,True,False,examen clinico,True,False,True,maligno,no realizado,lipoma,bajo,3.3,severo,False,False,True,False,estable,favorable,paliativo,,6 meses,0
9.6,Golden Retriever,F,esterilizado,34.4,pequeno,perdida de apetito,endocrinopatia,False,8.5,antiinflamatorios,3,cavidad oral,2.67,difusa,blanda,movil,irregulares,rapido,True,False,biopsia,True,True,False,sospechoso,benigno,linfoma,alto,13.1,no aplica,False,False,False,False,regresiva,favorable,quimioterapia,parcial,6 meses,1
11.5,Beagle,F,esterilizado,19.9,grande,sangrado local,ninguno,False,7.9,antibioticos,1,mama,6.81,lobulada,firme,semi-fija,irregulares,moderado,False,True,citologia,True,False,True,benigno,inflamatorio,linfoma,no aplica,17.8,no aplica,False,True,False,False,estable,reservado,cirugia,buena,1 mes,1
7.0,French Bulldog,F,entero,20.6,grande,perdida de apetito,cirugia previa,False,8.9,antibioticos,2,extremidad,4.93,irregular,firme,semi-fija,irregulares,moderado,False,False,citologia,True,True,False,no concluyente,maligno,sarcoma,bajo,6.9,no aplica,False,False,False,False,estable,desfavorable,paliativo,sin tratamiento,12 meses,0
2.4,Pastor Alemán,M,esterilizado,26.2,pequeno,cojera,obesidad,False,12.3,antiinflamatorios,2,bazo,8.32,lobulada,blanda,semi-fija,definidos,lento,True,False,citologia,True,True,True,sospechoso,no realizado,linfoma,bajo,14.5,severo,False,False,False,False,estable,favorable,observacion,mala,12 meses,0
